product_name,html_path,resource_path,image_filenames,plain_description,enriched_description,tags,item_type,suggested_projects,parts_count_guess,part_count_estimate_llm,price
5mm RGB LED Diodes - 50/100 Pack,C:\Users\Royma\Downloads\Temu Items 2\rgb led hole 4 pin transparent circuit design diy - Temu.html,C:\Users\Royma\Downloads\Temu Items 2\rgb led hole 4 pin transparent circuit design diy - Temu_files,"60d96665-8f18-4537-8f8c-936b4be5a213(1).jpg, 60d96665-8f18-4537-8f8c-936b4be5a213.jpg, 72d038d1-ef4a-4fdd-818b-003e0b1f06e2(1).jpg, 72d038d1-ef4a-4fdd-818b-003e0b1f06e2.jpg, 7a4ec7b1-4ee4-45ac-a39a-3f078301a320_300x300.png, afc8641d-9b48-492a-8732-86eca6915f9a(1).jpg, afc8641d-9b48-492a-8732-86eca6915f9a.jpg, c808fb7b-6529-4991-adcb-658afd9353ae.jpg, e91b7ca5-3bf1-416a-8552-9cc89e67acd0(1).jpg, e91b7ca5-3bf1-416a-8552-9cc89e67acd0.jpg","50/100 Pack 5mm RGB LED Diodes, Through Hole 4-Pin, Transparent, for Circuit Design and DIY Projects, Low Voltage ≤36V Hard Wire Room Lighting, Compatible with Automotive Series and Other Applications | Car Series : Other Power Mode : Uncharged Applicable Models : See Product Details See all details | Product details: Diameter: 5 millimeters. Color: Clear, transparent. Structure: 4 pins. Red: 600-800nm wavelength, 2-2.2V Voltage Green: 2000-2500nm wavelength, 3-3.2V Voltage Blue: 1000-1200nm wavelength, 3-3.2V Voltage Size: 5mm Emitted Colors: Red / Green / Blue RGB color LED, with a common cathode, light-emitting diode. Leg Pitch: 1mm. The largest feet of the internal electrode are 2 feet, known as the common end. Our Advantages: -High Definition -Vivid Colors -Stable Performan -Energy Eff","These 5mm RGB LED diodes are perfect for your DIY electronics projects, offering vibrant colors in red, green, and blue. With a common cathode design and a low voltage requirement of ≤36V, they are ideal for circuit design and hardwiring in various applications, including automotive lighting. Their transparent casing ensures high visibility and brightness, making them suitable for both decorative and functional uses. Whether you're building a custom lighting setup or integrating them into an embedded system, these LEDs are a versatile choice for makers and hobbyists alike.","rgb led, 5mm, through hole, diodes, electronics, diy projects, low voltage, circuit design, automotive, lighting",LED diode pack,"custom lighting, electronic displays, automotive lighting, mood lamps, interactive art installations",100,50-100 LEDs,₪5.99
10pcs SPST Rocker Switches,C:\Users\Royma\Downloads\Temu Items 2\rocker switches 2 pin toggle - Temu.html,C:\Users\Royma\Downloads\Temu Items 2\rocker switches 2 pin toggle - Temu_files,"0a67514e-4dd5-4f79-ade3-77e0a2c975de_300x300.jpeg, 36760fe6-d708-413b-aab1-3cb049b6c715(1).jpg, 36760fe6-d708-413b-aab1-3cb049b6c715.jpg, 4044fdaf-ac15-4f64-b0fa-044609ffef8c(1).jpg, 4044fdaf-ac15-4f64-b0fa-044609ffef8c.jpg, 42ee46d8-cdb6-476b-aad0-27122c5f6dc2.jpg, 70fc1131-ea2e-4c0a-a186-ca1010cc70a0.jpg, 8c441a22-1380-49e9-83cb-fec969678cb8(1).jpg, 8c441a22-1380-49e9-83cb-fec969678cb8.jpg, a3169d35-da97-4f33-b242-54875985ef21.jpg, e42f1495-54c1-4a5b-aee0-ef6fb3fd5e71(1).jpg, e42f1495-54c1-4a5b-aee0-ef6fb3fd5e71.jpg, ee9198abda9da86959a8785712261120(1).jpg, ee9198abda9da86959a8785712261120.jpg","10pcs NODEMCU LUA SPST Rocker Switches - 2-Pin Snap-In Toggle Switches for Car, Boat & Home Use, On/Off Control, 250V 6A, Black, Ideal for Power Switching Appliances Like Speakers, TVs, and More | Contact Material : Copper Alloy Termination Type : Quick Connect Pole & Throw Configuration : Spst See all details and dimensions | This Roer For Switch Widely used for various kinds of electrical producindividuals, instrument, car, boat, household appliances such as lighindividuals, water dispenser, treadmill, coffee pot, speaker, electric car, Motorbike, TV, massage machine etc. [ Paage Content]: 10x Roer Switches","This pack of 10 SPST rocker switches is perfect for DIY electronics projects and embedded systems. With a 2-pin snap-in design, these switches can be easily integrated into various applications, including home appliances, automotive, and marine setups. Rated for 250V and 6A, they provide reliable on/off control for devices like speakers, TVs, and more. The quick connect termination type ensures a secure and efficient installation, making them ideal for both beginners and experienced makers.","rocker switch, spst, toggle switch, electronics, diy, embedded, home appliance, automotive, marine, power control",toggle switch pack,"home automation, custom lighting, model car control, DIY speaker system, portable device power switch",10,10,₪5.95
10pcs SPST Rocker Switches,C:\Users\Royma\Downloads\Temu Items 2\round rocker switches mini 12 volt - Temu.html,C:\Users\Royma\Downloads\Temu Items 2\round rocker switches mini 12 volt - Temu_files,"33ceaef57d9a82e86274f383a9c10a8f.jpg, 506ba93a-3211-11ee-82d8-0a580a69767f(1).jpg, 506ba93a-3211-11ee-82d8-0a580a69767f.jpg, 661e3e3faaea3edf5329d91f4eaea1d9.jpg, 88cf42513319146785f8604c9e1598d8(1).jpg, 88cf42513319146785f8604c9e1598d8.jpg, b246103b-2794-4eb7-a67e-51f70d614910_300x300.png, e40a430e788093b664321d7c21e7c836(1).jpg, e40a430e788093b664321d7c21e7c836.jpg, e619025cd1e08b255b7a765c7ae72334.jpg","10pcs ON Off Round Rocker Switches SPST 20mm Mini 12 Volt DC Mini Circle Toggle Switch 12V For Car Automotive RV 2 Pin Switch 120V Wired KCD1 | Contact Material : Silver Termination Type : Quick Connect Pole & Throw Configuration : Spst See all details and dimensions | About this item Features: ""O I"" marked on black button 12V Rocker Switch with 10 sets of wires(#187 Lock Terminals on end) for switch easy connection. Material: The KCD1 Small round rocker switch is made of nylon PA66. The terminals are made of brass with silver plated. Function: The ON/OFF rocker switch is 2 pin SPST design (single pole single throw) ON OFF. The rating is 10A 120V AC and 20A 12V DC.","This set of 10 SPST (Single Pole Single Throw) rocker switches is perfect for your DIY electronics projects. Each switch features a compact 20mm round design, ideal for use in automotive, RV, and other low-voltage applications. With a rating of 10A at 120V AC and 20A at 12V DC, these switches are versatile and reliable. The quick connect terminals simplify installation, making it easy to integrate them into your projects. Made from durable nylon PA66 with brass terminals, these switches are built to last.","rocker switch, spst switch, toggle switch, 12v switch, automotive switch, diy electronics, quick connect, nylon switch, brass terminals, mini switch",rocker switch set,"automotive lighting, DIY power control, home automation, model railroading, custom electronics projects",10,10,₪16.15
High Elastic Rubber Bands,C:\Users\Royma\Downloads\Temu Items 2\rubber band high elastic durable disposable band yellow - Temu.html,C:\Users\Royma\Downloads\Temu Items 2\rubber band high elastic durable disposable band yellow - Temu_files,"1704952871126-cf0b4feb9d9944e0a2a07a291df25e77-goods.jpeg, 1704952871685-f7972ea7c839437cadd5180bade70214-goods.jpeg, 1704952872379-c75ee1ff9a504722bb2b40705532e644-goods.jpeg, 1704952873038-a8d7d55a9b1d44b28ec8fbe69005d060-goods(1).jpeg, 1704952873038-a8d7d55a9b1d44b28ec8fbe69005d060-goods.jpeg, 1704952873712-5e4e0c2e51e1464f84c1b7d135d78cc9-goods.jpeg, 1704952874202-3533270ce01445f4844189aaa080bab9-goods.jpeg, 1704952874890-2ffd9ac481da46e598d69953effb0e41-goods(1).jpeg, 1704952874890-2ffd9ac481da46e598d69953effb0e41-goods.jpeg, 1704952875396-9da51e42487d441eaf1edb0c87d8358b-goods.jpeg, 1704952875845-ec1ba829079d4c5dbba1a8ebd8911422-goods.jpeg, 1704952876305-d262f1157fbc42258465d9c14877e492-goods.jpeg, 1704952876867-c6b9063ba0364b9eb45a755394816982-goods.jpeg, 6287c1f7-9c3d-4422-9d1a-39a7d84479c0_300x300.png",100pcs/200pcs Rubber Band High Elastic Durable Disposable Band Yellow Rubber Ring Rubber Ring Cowhide Band Industrial Use | Major Material : Synthetic Rubber Item ID : TB61412 Copy,"These high elastic rubber bands are perfect for a variety of DIY electronics projects and prototyping tasks. With their durable synthetic rubber composition, they can securely hold components together while allowing for flexibility in design. Ideal for bundling wires, organizing components, or creating temporary fixtures in your workspace. Available in packs of 100 or 200, these rubber bands are a must-have for any maker's toolkit.","rubber bands, elastic bands, synthetic rubber, diy projects, prototyping, electronics, organizing, bundling, lab supplies",rubber bands,"wire organization, component bundling, temporary fixtures, prototyping aids",100,100-200,₪4.87
Self-Adhesive Cable Clips,C:\Users\Royma\Downloads\Temu Items 2\self cable clips keep cords organized sight! - Temu.html,C:\Users\Royma\Downloads\Temu Items 2\self cable clips keep cords organized sight! - Temu_files,"051c51fe-4be9-4307-bdba-6385193ac4dd_950x950.jpeg, 13ff74e2-fd1e-4783-8c39-d93d70b996f9_800x800(1).jpeg, 13ff74e2-fd1e-4783-8c39-d93d70b996f9_800x800.jpeg, 29334162-0e84-11ee-a36a-0a580a698dd1.jpg, 2d4ea37fd1d2465d4f08e749017d0485.jpg, 3107e6c8a54be1f0cec578db2e5d400b(1).jpg, 3107e6c8a54be1f0cec578db2e5d400b.jpg, 397ee113-4fdc-4676-80a9-c65049fcaa00_300x300.jpeg, 4431fb56-9d38-46a5-9d82-760438faa7c4_950x950.jpeg, 55df9e25-d409-4ad8-804f-a8ffbe0de9a5_950x950.jpeg, 83be224a-9be7-11ef-8f21-0a580a682d24.jpg, a38037ac-a864-4317-bedb-36ca202ae221_950x950.jpeg, b1e3dcbc-9a54-410d-aeb5-f83b63fb5c42(1).jpg, b1e3dcbc-9a54-410d-aeb5-f83b63fb5c42.jpg, c6958ccb-bb93-456a-9e59-427fd86ab846_950x950.jpeg, cb332b4f-e390-4f63-9250-da45e22951c4_950x950.jpeg, cb8ca1e0a2d295ddda8e9e10260492ac.jpg, d3c6ee92-d29e-45af-9676-74308b732fbb_950x950.jpeg, dd5ee2a0-cf0c-43db-9953-2d86e43a7871_800x800(1).jpeg, dd5ee2a0-cf0c-43db-9953-2d86e43a7871_800x800.jpeg, de8e374938a9ec9f307ec9ae0c5d767f.jpg, f0c487380b0f580de51bc32acda02be6.jpg, f70024ff-d5dc-4d67-9acf-5f5334dcd8e7_950x950.jpeg","30pcs Self-Adhesive Cable Clips - Keep Your Cords Organized & Out of Sight! | Material : Plastic Item ID : WQ16107 Copy Origin : Guangdong,China","These 30 self-adhesive cable clips are perfect for keeping your workspace organized and your cords neatly tucked away. Made from durable plastic, they provide a reliable solution for managing cables in your DIY electronics projects. Simply peel off the backing and stick them to any clean surface to create a tidy setup. Ideal for use with microcontrollers, power supplies, and other electronic components, these clips help prevent tangling and damage to your cables. Enhance your workspace efficiency with this simple yet effective organization tool.","cable management, self-adhesive, organization, electronics, workspace, diy, clips, plastic, tidy, microcontroller",cable management clips,"organizing microcontroller setups, cable routing for robotics, tidy workspace for electronics, DIY home theater cable management",30,30,₪6.32
OLED Display Module 128x32,C:\Users\Royma\Downloads\Temu Items 2\self oled display module white_blue 128x32 - Temu.html,C:\Users\Royma\Downloads\Temu Items 2\self oled display module white_blue 128x32 - Temu_files,"2cf573ac-bf4e-11ef-abc2-0a580a660e6a.jpg, 2f9697bd-68f4-4b29-91da-08627b297834(1).jpg, 2f9697bd-68f4-4b29-91da-08627b297834.jpg, 4f262b89-0d8d-43eb-9b32-4508b21bec86.jpg, 50cd24ef204985070c3a7d29c0879d99_1734761324582.jpg, 8b54296b-3431-47fb-9ebd-6d19fc9e4a29(1).jpg, 8b54296b-3431-47fb-9ebd-6d19fc9e4a29.jpg, 8dc3fa74-f9f8-4bda-a8ad-39c49d8f317d.jpg, a646ebbc-67ab-4a49-bc5c-6eceecef7234.jpg, af19ed05-5cdd-4324-acf3-20fe7ec152a8(1).jpg, af19ed05-5cdd-4324-acf3-20fe7ec152a8.jpg, c017adb6-4f64-4ab4-a1e8-a3d857430161.jpg, c7abe9ee-73d9-4c90-870e-584600b64fa3(1).jpg, c7abe9ee-73d9-4c90-870e-584600b64fa3.jpg, d0e4f550-f308-4af6-a020-15c7a0f34190_300x300.jpeg","Self-Illuminating 2.31cm OLED Display Module, White/Blue, 128x32 Pixels, IIC Interface, Compatible with Arduino 3.3V/5V Power Supply | Battery Properties : Without Battery Operating System : Linux RAM Memory Technology : Lpddr4 See all details and dimensions | Product Overview: This OLED screen does not require a backlight as it emits its own light. It outperforms conventional LCDs and consumes less power. Details: Driver IC: SSD1306 Size: 0.91 inches OLED Resolution: 128 x 32 Dimensions: 38 * 12 mm Interface: IIC Pin Details: GND: Ground VCC: Power + (DC 3.3 ~5v) Operating Temp: -40 ~ 85 ℃ SCL: Clock Line SDA: Data Line","This self-illuminating OLED display module features a resolution of 128x32 pixels, making it ideal for compact projects where visibility is key. With its IIC interface, it is compatible with both 3.3V and 5V microcontrollers, such as Arduino, simplifying integration into your DIY electronics projects. The display emits its own light, eliminating the need for a backlight and providing superior performance over traditional LCDs while consuming less power. Its compact size and wide operating temperature range (-40 to 85 ℃) make it suitable for various applications, from wearables to IoT devices.","oled, display, module, arduino, electronics, iic, 128x32, low-power, diy, maker",OLED display module,"wearable displays, IoT dashboards, sensor readouts, portable devices",,1,₪9.08
Solderless Breadboard Kit,"C:\Users\Royma\Downloads\Temu Items 2\solderless breadboard kit with 3x830 3 6 tie points usb powered rails for shield pcb projects - business, & science - Temu.html","C:\Users\Royma\Downloads\Temu Items 2\solderless breadboard kit with 3x830 3 6 tie points usb powered rails for shield pcb projects - business, & science - Temu_files","04271ca7-eee3-4339-8d16-fb72470515b3.jpg, 0ae08a2a8bce4152302c92e499100450.jpg, 0fb07403015f8e94e1cb0245c4c9af33(1).jpg, 0fb07403015f8e94e1cb0245c4c9af33.jpg, 20a1fdb13f1361ceb1894829cd851002.jpg, 45107cfa586a506aa18534130f7192e5.jpg, 6a4664bcae563e2b7fcd08392ce04ac7.jpg, 6d3c734470fd4ef35f09355717d1f282.jpg, 6de7f9da465597101de8c28c70b273ab.jpg, bfd18f626a37279733091ed4894e595a.jpg, c4154c62-2e87-472d-894c-7a2eda306991.jpg, cd28a3de-7b89-4fba-8b72-cf820fafd6fd(1).jpg, cd28a3de-7b89-4fba-8b72-cf820fafd6fd.jpg, ec30ff73-1255-4586-a611-56bcfdf0d354.jpg, ee1a6606-5c10-4656-96cf-0caab80444ff_300x300.jpeg","Solderless Breadboard Kit with 3x830/3x400/6x170 Tie Points - USB Powered, Color-Coded Rails for Proto Shield & PCB Projects | Power Mode : USB Operating Voltage : ≤36V Battery Properties : Without Battery See all details | 3x830/3x400/6x170 MB-102 Breadwild pigd Point Solderless Prototype PCB wild pigd Kit for Proto Shield Distribution Connecting Blos","This solderless breadboard kit includes three different sizes of breadboards (3x830, 3x400, and 6x170 tie points), making it versatile for various prototyping needs. The color-coded rails facilitate easy connections and organization, ideal for both beginners and experienced makers. Powered via USB, it supports a wide operating voltage of up to 36V, allowing for diverse project applications. This kit is perfect for creating temporary circuits without the need for soldering, enabling quick iterations on your designs.","breadboard, solderless, prototyping, electronics, DIY, USB powered, circuit design, maker tools",breadboard kit,"Arduino projects, LED displays, sensor integrations, circuit testing, educational demos",,3 breadboards,₪23.50
Manual Tin Suction Pump,C:\Users\Royma\Downloads\Temu Items 2\sponge sleeve soft handle enlarged strong tin suction device - Temu.html,C:\Users\Royma\Downloads\Temu Items 2\sponge sleeve soft handle enlarged strong tin suction device - Temu_files,"201555869d69e3221cfe422a4171f733.jpg, 258933fe268e4e86f34419fdcb777b7c.jpg, 51307305de7c84933c17fc182d1f7859.jpg, 5dc6f9cd67e76585b94a6476af203d21.jpg, 6793eda5-b58c-44b8-8093-e06f819082bb_300x300.jpeg, 7b1dd170b86c3cbac416afb9120ef8cc(1).jpg, 7b1dd170b86c3cbac416afb9120ef8cc.jpg, 896111f1927ff1d322f8c32eccdc96e4(1).jpg, 896111f1927ff1d322f8c32eccdc96e4.jpg, ab29cef5ab908d0019b2180162709a66(1).jpg, ab29cef5ab908d0019b2180162709a66.jpg, b0de7300f0963adb9df88d2153a70318(1).jpg, b0de7300f0963adb9df88d2153a70318.jpg, c5241035ac528e750c8676917b442e4c.jpg, d140f6356f5edd56563c01b8a23a5276.jpg, f55bd3d0048a5a91d9a972123cf12e22.jpg","With Sponge Sleeve, Soft Handle, Enlarged Strong Tin Suction Device, Tin Suction Gun, 366D Strong Manual Double Ring Extended Tin Pump | Material : Silicone Battery Properties : Without Battery Item ID : BW30221 Copy See all details and dimensions","This Manual Tin Suction Pump is designed for efficient solder removal in your DIY electronics projects. Featuring a soft handle and a strong suction mechanism, it allows for precise control when desoldering components from PCBs. The silicone sleeve provides comfort during prolonged use, making it an essential tool for any maker's lab. Ideal for both beginners and experienced hobbyists, this pump enhances your soldering workflow and helps maintain clean circuit boards.","soldering, desoldering, electronics, diy, maker, tools, pcb, solder, pump, manual",soldering tool,"PCB repair, electronics prototyping, component replacement, DIY electronics kits",,1,₪11.66
Stainless Steel Screw Assortment Kit,C:\Users\Royma\Downloads\Temu Items 2\stainless steel ss304 screws an head screws nuts bolts - Temu.html,C:\Users\Royma\Downloads\Temu Items 2\stainless steel ss304 screws an head screws nuts bolts - Temu_files,"057c7364-d2d6-4f9f-ac41-43ee3eb170b6.jpg, 1704878268123-6f65047028a6407bb52fe8ff6594460a-goods.jpeg, 1704878268612-efefa204cb044114ad1ee4a198bd2665-goods.jpeg, 1704878269114-f4b024dae9dc4ec49257c18d83f9d4c5-goods.jpeg, 1704878269794-29d923b3966a401aa6eb691561db4515-goods(1).jpeg, 1704878269794-29d923b3966a401aa6eb691561db4515-goods.jpeg, 1704878270972-c81c54e2402246b08e1f2dcdf522fab5-goods.jpeg, 1704878271779-d570ca12a510414c9368f71a66f2ea13-goods.jpeg, 1704878273949-8f1381ff49a34196bd8ee49d8b001bcd-goods.jpeg, 2b44f018-ed1b-4599-8363-0242bfeaf2b9(1).jpg, 2b44f018-ed1b-4599-8363-0242bfeaf2b9.jpg, 4bc98fe2-0dbd-470a-8295-c7a2a0986232.png, 5271001a-8f2c-4c8b-bb5e-cd1524fabe48_300x300.jpeg, 5bbb5092-02f0-41df-a473-4f475a1173c5.jpg, 7194ecb6-b762-41ac-8c57-79ffb1a66a0a.jpg, a1d6e971-411e-4f81-ad98-7c1e28917443.jpg","320Pcs Stainless Steel SS304 Screws An Head Screws Nuts Bolts Assortment Kit M2 M2.5 M3 M4 M5 Metic Nut And Bolt Assortment | Material : Stainless Steel Nut Type : Snap-in Brand : ELECTRAPICK See all details and dimensions | Description: 320PCS M2, M2.5, M3, M4, M5 Stainless Steel Screws nuts washers kit Material: Stainless Steel Package included: 20xM2 Nuts 20xM2.5 Nuts 20xM3 Nuts 10xM4 Nuts 10xM5 Nuts 20xM2 6mm Screws 20xM2.5 8mm Screws 10xM3 8mm Screws 5xM3 12mm Screws 5xM3 16mm Screws 5xM4 8mm Screws 5xM4 16mm Screws 5xM5 8mm Screws 5xM5 16mm Screws 20xM2 6mm washer 20xM2.5 8mm washer","This 320-piece stainless steel screw assortment kit is perfect for your DIY electronics projects. It includes a variety of M2, M2.5, M3, M4, and M5 screws, nuts, and washers, allowing you to easily secure components in your microcontroller and embedded systems. The durable SS304 material ensures longevity and resistance to corrosion, making it ideal for both indoor and outdoor applications. With a range of sizes included, you'll have the right fastener on hand for any assembly task.","stainless steel, screws, nuts, bolts, hardware, electronics, diy, fasteners, m2, m3, m4, m5",screw and nut kit,"Arduino enclosures, Raspberry Pi mounts, robot chassis assembly, custom electronics projects",320,320,₪11.75
10m Dual-Sided Adhesive Tape,C:\Users\Royma\Downloads\Temu Items 2\super sided tape thick red - Temu.html,C:\Users\Royma\Downloads\Temu Items 2\super sided tape thick red - Temu_files,"05c55ad7d8fcace7efe7164a57659e58.jpg, 0ca2720f69b53bca94fd02d34cbd7ba1.jpg, 2549ca08-f655-11ee-8ea8-0a580a682aa7(1).jpg, 2549ca08-f655-11ee-8ea8-0a580a682aa7.jpg, 2ce4e3bc-32bc-11ef-81a6-0a580a661a02(1).jpg, 2ce4e3bc-32bc-11ef-81a6-0a580a661a02.jpg, 3d2701228bcb2f195eb10b8d1b24d613.jpg, 59fff987-b72e-4199-9126-8e3490d4f66e.jpg, 6227ba34-c976-471e-9483-1679cfaf92a9_300x300.jpeg, a13c707fa1194aa9f0789a0c3e3dcb98(1).jpg, a13c707fa1194aa9f0789a0c3e3dcb98.jpg, e22bd2cf-a607-48d7-8ee9-7881ea2755b1.jpg, ef34c77f2904e57f6ccf341396f5f941.jpg","10m Super Strong Dual-Sided Adhesive Tape, 1.0mm Thick, Red & Black Design - Waterproof, Heat Resistant, Ideal for Mounting, Labeling & Office Use (Available in 10m Rolls with 10mm/15mm/20mm Widths) | Major Material : PE (polyethylene) Load-bearing range : 1-3kg Item ID : UX40419 Copy See all details","This 10m roll of super strong dual-sided adhesive tape is perfect for various DIY electronics projects. With a thickness of 1.0mm and a robust load-bearing capacity of 1-3kg, it provides reliable adhesion for mounting components, securing wires, or labeling. The waterproof and heat-resistant properties make it suitable for both indoor and outdoor applications. Available in multiple widths, this tape is a versatile addition to your maker toolkit.","adhesive tape, double-sided, mounting, waterproof, heat resistant, diy projects, electronics, labeling, strong bond",adhesive tape roll,"mounting sensors, securing wires, labeling components, creating prototypes",,,₪4.83
Double-Sided Foam Tape,C:\Users\Royma\Downloads\Temu Items 2\super strong double sided tape black multi shape foam walls - Temu.html,C:\Users\Royma\Downloads\Temu Items 2\super strong double sided tape black multi shape foam walls - Temu_files,"631a1a124f9a49f1a29009aa614ebbb3-goods.jpeg, 77a61ea48689fe828cf81d83e4f1e05e1744273202377(1).jpg, 77a61ea48689fe828cf81d83e4f1e05e1744273202377.jpg, 8e0bfb57ffac42fead317f7c36816816-goods(1).jpeg, 8e0bfb57ffac42fead317f7c36816816-goods.jpeg, a0988829-5fda-4486-9166-be3c5260c6f8_300x300.jpeg, a0e3c1cfeff744e993fbe976736ee97c-goods.jpeg, b585652ed71547649f41ee90e6b1b1f9-goods(1).jpeg, b585652ed71547649f41ee90e6b1b1f9-goods.jpeg, bc0e48fce8ec41adb33ed40171ef61cb-goods(1).jpeg, bc0e48fce8ec41adb33ed40171ef61cb-goods.jpeg","60pcs Super Strong Double-Sided Tape - Black, Multi-Shape Foam for Walls, Floors & Doors - Ideal for Crafts, Arts & Plastic Applications - Non-Waterproof, Adheres to Plastic, Arts and Crafts Supplie | Recommended Usage : Arts and craft Water Resistance Level : Non-waterproof Surface Recommendation : Plastic See all details and dimensions","This 60-piece set of super strong double-sided foam tape is perfect for a variety of DIY electronics projects. Its multi-shape foam design allows for easy application on walls, floors, and doors, making it an excellent choice for mounting components or securing wires in your projects. Although it is non-waterproof, it adheres well to plastic surfaces, making it ideal for arts and crafts as well as electronics applications. Whether you're building prototypes or creating custom enclosures, this tape will provide reliable adhesion.","double-sided tape, foam tape, adhesive, crafts, electronics, mounting, DIY, non-waterproof, plastic, strong adhesion",adhesive tape,"mounting sensors, securing wires, prototype enclosures, crafting projects",60,60 pieces,Est.₪6.65
Acrylic PVC Sheets (30pcs),C:\Users\Royma\Downloads\Temu Items 2\Temu ｜ Order Detail (8_22_2025 11：29：03 PM).html,C:\Users\Royma\Downloads\Temu Items 2\Temu ｜ Order Detail (8_22_2025 11：29：03 PM)_files,main.webp,"30pcs Clear/Black Acrylic PVC Sheets for Crafts, Thin Rigid Plastic Boards for Cutting, Painting, Picture Frame Replacement - Expanded PVC Material","This set of 30 clear and black acrylic PVC sheets is perfect for a variety of DIY electronics and craft projects. The thin, rigid plastic boards can be easily cut, painted, or used as picture frame replacements, making them versatile for custom enclosures or mounting solutions. Their lightweight nature and durability make them ideal for prototyping and creating protective covers for your microcontroller projects. Whether you're building a custom case or designing a display, these sheets will provide the flexibility and strength you need.","acrylic sheets, pvc sheets, craft materials, electronics enclosure, prototyping, diy projects, rigid plastic, picture frame, custom cases",craft sheets,"custom enclosures, protective covers, display stands, picture frame replacements, signage",30,30,₪21.14
Touch Switch Button Set,C:\Users\Royma\Downloads\Temu Items 2\Temu ｜ Order Detail (8_22_2025 11：32：55 PM).html,C:\Users\Royma\Downloads\Temu Items 2\Temu ｜ Order Detail (8_22_2025 11：32：55 PM)_files,main.webp,"Touch Switch Car Switch Button 10 Specifications, Each With 25 Patch Switches 250PCS","This Touch Switch Button Set includes 250 patch switches, ideal for various DIY electronics projects. Each switch is designed for easy integration into microcontroller circuits, making it perfect for creating touch-sensitive interfaces. Use these buttons to enhance your projects with tactile control, whether it's for robotics, home automation, or custom gaming controllers. The compact design allows for efficient use of space on your PCB, while the reliable performance ensures longevity in your applications.","touch switch, button, electronics, diy, microcontroller, patch switch, robotics, home automation, gaming, tactile control",switch button set,"touch-sensitive lamp, custom game controller, smart home device, interactive art installation",250,250,₪16.09
Waterproof 6-Pin Rocker Switch,C:\Users\Royma\Downloads\Temu Items 2\Temu ｜ Order Detail (8_22_2025 11：33：23 PM).html,C:\Users\Royma\Downloads\Temu Items 2\Temu ｜ Order Detail (8_22_2025 11：33：23 PM)_files,main.webp,4pcs Momentary Waterproof Black 6Pin Rocker Switch 3 Position,"This set of four momentary waterproof black rocker switches is perfect for your DIY electronics projects. With a 3-position design, these switches allow for versatile control in various applications, from robotics to home automation. Their waterproof feature ensures durability and reliability in outdoor or humid environments. Ideal for use with microcontrollers, these switches can easily integrate into your embedded workflows for seamless user interaction.","rocker switch, waterproof, momentary, 6-pin, electronics, diy, microcontroller, embedded, robotics, automation",switch set,"robot control panel, outdoor lighting system, custom game controller, home automation interface",4,4,₪24.39
KCD4 Waterproof Rocker Switch,C:\Users\Royma\Downloads\Temu Items 2\Temu ｜ Order Detail (8_22_2025 11：39：07 PM).html,C:\Users\Royma\Downloads\Temu Items 2\Temu ｜ Order Detail (8_22_2025 11：39：07 PM)_files,main.webp,KCD4 Stainless Steel Waterproof Rocker Switch ON-OFF 4-pin Electrical Equipment Switch With LED Power Supply,"The KCD4 Stainless Steel Waterproof Rocker Switch is an essential component for any DIY electronics project requiring reliable on-off control. With its 4-pin configuration and built-in LED indicator, this switch allows for easy integration into various electrical setups. Its waterproof design ensures durability and performance in outdoor or harsh environments. Ideal for use in automotive, marine, or home automation applications, this switch can enhance the functionality of your projects while providing a professional finish.","rocker switch, waterproof switch, electrical switch, led switch, kcd4, stainless steel, diy electronics, embedded systems",electrical switch,"automotive lighting control, marine equipment control, home automation systems, outdoor lighting projects",,1,₪9.27
KCD4 Waterproof Rocker Switch,C:\Users\Royma\Downloads\Temu Items 2\Temu ｜ Order Detail (8_22_2025 11：39：49 PM).html,C:\Users\Royma\Downloads\Temu Items 2\Temu ｜ Order Detail (8_22_2025 11：39：49 PM)_files,main.webp,KCD4 Stainless Steel Waterproof Rocker Switch ON-OFF 4-pin Electrical Equipment Switch With LED Power Supply,"The KCD4 Stainless Steel Waterproof Rocker Switch is an ideal component for your DIY electronics projects, providing reliable ON-OFF control for various electrical equipment. Its 4-pin design allows for easy integration into microcontroller circuits, making it suitable for both prototyping and final builds. The built-in LED indicator enhances visibility, ensuring you can easily monitor the switch's status. With its waterproof feature, this switch is perfect for outdoor applications or environments where moisture is a concern.","rocker switch, waterproof switch, stainless steel, electrical switch, led indicator, 4-pin switch, diy electronics, microcontroller, prototyping, outdoor projects",electrical switch,"outdoor lighting control, DIY power supply switch, home automation system, custom arcade machine, portable device power control",,1,₪9.27
